"","","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"22",65.4,0.0713979149285446,0.0198638363242898,0.0261808286746241,1,0.0143356869296734,0.280628458096071,0.0229612164610436,0.260251239325123,0.0612417540078257,0.0605271153846243,0.0201953189030636,0.245390282734496,0.081989337902555,0.287643606083702,0.0245734363134268,0.0137608215552718,0.0971684377483117,0.360374889525761,0.191540027927152,0.270001103139666,0.260680607977175
"23",67.2,0.0693982118826456,0.019960680418179,0.0260846936393603,1,0.0111680854965565,0.274788746763266,0.0228218459049862,0.267824938029088,0.0649798537165431,0.0610946858275565,0.0197659599830839,0.244331281939717,0.0811668885104561,0.287331098496467,0.0266748252194342,0.01414469172301,0.0978863576552198,0.35523525297003,0.197591111368503,0.272250300083443,0.264859693837212
"24",68.9,0.0688377718575447,0.0204269681621469,0.0318911536571839,1,0.0089496405910163,0.26850354493349,0.0212892272477374,0.256127166502571,0.0585336142451469,0.0577295245095718,0.0204936674064677,0.236410496981535,0.0781143565035658,0.281696792844285,0.0254384471353082,0.0138878002160464,0.0938213642661622,0.35386859844265,0.195031134265186,0.269152345301233,0.256774676063299
"25",70.7,0.0723806790816503,0.020704528832443,0.0262588698466039,1,0.007043308729711,0.270624436831471,0.0246091331788818,0.267984510271665,0.0587408250556719,0.0601745534582319,0.0189045446199418,0.238116482124106,0.0786128465660774,0.282024955146632,0.0279135555011244,0.0149780354268025,0.0962788822253822,0.357120857736533,0.195431878913086,0.267595857025357,0.264483498492491
"26",72.5,0.073344989236495,0.0216090052875852,0.0263809112626986,1,0.0118376380853076,0.281233114205122,0.0250777525001513,0.285539176679622,0.0630220796845339,0.0618212264293961,0.0222617601875244,0.250877408704581,0.0851841370180153,0.2995803972363,0.0266872223338419,0.0138984048675625,0.100152381816263,0.366289697619171,0.203283119055021,0.283833172781335,0.266602703249458
"27",74.2,0.0685524728865025,0.0233949416963144,0.0260202808624944,1,0.0142600828281779,0.274469979878865,0.0231937288128531,0.265127603887453,0.0624680665267054,0.0595364258745868,0.0202401770833287,0.243310313581038,0.0817935137890716,0.288432095118616,0.0255076077797825,0.0151002688573767,0.0955701998091907,0.354311009092451,0.19741866135249,0.268438436876346,0.266948983339078
"28",76,0.0716056764443024,0.0223996318709886,0.026068476237686,1,0.0116906484522377,0.262724077004141,0.0226153170508953,0.267930838082574,0.0609314178154849,0.0596160834623042,0.0186654145808545,0.245663346906878,0.0793305011180211,0.281508593144787,0.0257381514716606,0.0134823273938273,0.0982427190993219,0.357340945434732,0.193838008192215,0.268827733322614,0.25588126661854
"29",77.8,0.0690302481558354,0.0233564852402918,0.0289854095987457,1,0.0120126268491353,0.26807594330324,0.0230401834839506,0.265129097769367,0.0610107029841127,0.0629639087840202,0.0196731327335099,0.239508663367679,0.0794495104107635,0.28293296668578,0.0264785971057949,0.0138018796557355,0.0979599087052121,0.347613413150521,0.194062362234162,0.272743029493755,0.259959075118947
"30",79.5,0.0686819631263797,0.0215901478316942,0.0268682796885614,1,0.00720707188876599,0.264695398823578,0.0238144145780932,0.269521422357749,0.0611384551205395,0.0627733048109477,0.0203724472245859,0.243572956635627,0.0782311851727428,0.290049993376686,0.0254686895905968,0.0142153571888758,0.0976567450321621,0.355001969716565,0.204913300373003,0.278030712044494,0.27221742088564
"31",81.3,0.0697993508999099,0.0220757449289418,0.0272208640493201,1,0.012199355205159,0.281907438690642,0.0239812688149215,0.272871780980376,0.0644734902673979,0.0645524252054806,0.021193394433068,0.23872077095153,0.0800881067944114,0.290811820138808,0.0259211202954277,0.0146277767326163,0.102219133571192,0.353323400968926,0.195723851589298,0.276801964276358,0.272264897144827
"32",83.1,0.0696461139298062,0.0201616279042335,0.0270988437104891,1,0.0121393246511247,0.272155196429194,0.0214235528591358,0.258986122268675,0.060029714631271,0.0606190242121131,0.0208073514158446,0.237774938607807,0.0778112134507389,0.286933199402188,0.0249734460791537,0.0143916097899259,0.0978740253174372,0.342663986003351,0.198079696258087,0.262978726958679,0.258043065938847
"33",84.8,0.0667231799402567,0.0215824625175186,0.0258419714742545,1,0.00977754171130127,0.282927353610851,0.0229417449624646,0.266086634044594,0.0616709739940807,0.0606240069682907,0.0211247814139395,0.240487528619955,0.0768367381772992,0.286268242078505,0.0269399132456801,0.0147167663182698,0.102015070397414,0.355185196775088,0.195172087896472,0.278448704520339,0.251915580330113
"34",86.6,0.0680372128170378,0.0255478524694617,0.0262154751714642,1,0.0099087365096404,0.275828886524522,0.0228374234220507,0.268704474690887,0.0616991097858704,0.0597476555726234,0.0193748571515942,0.232890542269025,0.0750059577835674,0.284574841953974,0.0252010043478639,0.0144455656295993,0.0967590349392372,0.336509950157604,0.199992389656444,0.26670924329031,0.258601195787794
"35",88.4,0.0722336614235341,0.0221149984672476,0.027377259167521,1,0.00798746934276771,0.289929720514922,0.0245318658232062,0.265694271852799,0.064321929932546,0.0631983366255567,0.0205102295718241,0.24425905336386,0.0791851033446919,0.3001447125842,0.0271086038164679,0.0138989877544386,0.101623337335763,0.347812640173991,0.204537284355467,0.272915784295942,0.267631300170649
